,Abundance: 126,Abundance: 127N,Abundance: 127C,Abundance: 128N,Abundance: 128C,Abundance: 129N,Abundance: 129C,Abundance: 130N,Abundance: 130C,Abundance: 131N,Abundance: 131C,Abundance: 132C,p_value0Control_Mix2,fold_change0Control_Mix2,q_value0Control_Mix2,Gene_Symbol,Protein_Name,Organism,Mass
P62620,70.45447317426972,69.17454064174943,82.04557154964962,98.64611291780534,100.05498212166407,70.7194173972076,93.22744226074803,101.33766443682265,130.6,129.1105936999361,100.3107504141928,128.0775134574762,6.720143628458803e-07,0.7257000578573909,1.4139437591659876e-05,,,,
P62633,393.5952611033398,354.6716298938953,465.1800222749723,512.557781069788,239.82593786475994,433.56504149494344,369.02134062723354,409.357030527351,435.99999999999994,280.3757687095656,326.0749631009327,375.74165193379787,0.899157628103838,-0.024497062126806936,0.9999874507963832,CNBP,Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9),Homo sapiens (Human),"19,463"
P62699,33.38436304334108,31.545088222286275,35.81840250488435,30.305075441833623,33.26295948193619,30.057745613018334,33.668099697421724,28.358834776506182,31.799999999999997,40.243340581278275,32.685525415860575,27.773934145053698,0.15107502158581815,-0.2475184981970741,0.8786753389410225,YPEL5,Protein yippee-like 5,Homo sapiens (Human),"13,842"
P62701,12966.670893388064,12231.163331577098,12517.230579639592,11875.260276707082,12528.959370304017,12612.533028541668,12554.597277874918,13048.363363011718,12076.299999999996,12465.727392880783,11641.595784456482,11892.084414033974,0.9035424836620711,-0.01263105849015697,0.9999874507963832,RPS4X,"40S ribosomal protein S4, X isoform (SCR10) (Single copy abundant mRNA protein) (Small ribosomal subunit protein eS4)",Homo sapiens (Human),"29,598"
P62707,751.1127285993323,790.6865288238937,909.159836229746,1236.7099281709502,1117.7684904309835,1091.4868367167667,1351.9401723570327,1392.960826196697,1857.7999999999997,1769.6282980967464,1407.038174997351,1818.3197914278865,5.019484070617394e-05,0.807949801853168,0.0007872679393091738,,,,
P62714,76.05397355733542,89.29974529394987,80.05566029937826,80.55583829181283,76.50480680845325,79.3301243632712,73.78530018195521,58.36735246244901,83.3,61.0703065315893,93.46152890795145,83.40115653271839,0.3087386800939196,-0.18952099647024703,0.9999874507963832,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (PP2A-beta) (EC 3.1.3.16),Homo sapiens (Human),"35,575"
P62745,1363.7973021590783,1325.0809165420903,1394.6981812959561,1380.968271983352,1405.62614178766,1310.6612205103672,1369.4855200866748,1336.3217129727057,1332.4999999999998,1321.30918642531,1251.1533614755542,1291.4879377449972,0.7852830740524337,-0.08750895442232173,0.9999874507963832,RHOB,Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6),Homo sapiens (Human),"22,123"
P62750,6589.194355834645,6289.173256614154,6407.0550155852325,6025.375701176199,6717.388141458051,6117.508655547173,6892.571305943156,6409.41088480648,6411.0,6838.048860418851,5927.784466135859,6193.74602254209,0.9687737249282219,0.005968869591351667,0.9999874507963832,RPL23A,60S ribosomal protein L23a (Large ribosomal subunit protein uL23),Homo sapiens (Human),"17,695"
P62753,5002.976392889996,5735.0280866558915,4985.033822122086,5352.402023316093,4901.164027825369,5431.920977758458,4743.029109768332,5138.683706566137,4705.2,4927.278454427766,4910.024829910961,5093.818876300405,0.7534350683309036,-0.04647218426621059,0.9999874507963832,RPS6,40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6),Homo sapiens (Human),"28,681"
P62768,132.04897738799244,102.31092411560505,110.3635393419727,119.82874218071967,118.68223943154834,106.11899047991352,128.22329800257512,230.32715668896435,155.79999999999998,149.4397038904787,128.57462650323933,123.63368399426761,0.004664761937545346,0.5473398022654686,0.05223825694409188,,,,
P62805,11550.209935727491,10629.852280483186,11653.073351685207,10472.490904533432,11344.79801274709,10475.642583130226,12253.386335229814,10991.83722557638,11122.499999999995,12764.108944901975,11576.918325676024,11125.76189392317,0.8691166526501067,0.015892642739821383,0.9999874507963832,H4C1,Histone H4,Homo sapiens (Human),"11,367"
P62820,2194.011833638174,2045.6568486939,2192.9587328471175,2165.266716772643,2112.5970826167318,2086.262677601726,2025.7763648927546,2079.464585509405,1969.4000000000003,2011.586197344184,1975.3501620025659,1886.0088366442603,0.8084836418860988,-0.05292072995149715,0.9999874507963832,RAB1A,Ras-related protein Rab-1A (YPT1-related protein),Homo sapiens (Human),"22,678"
P62826,6484.008804335028,5806.449161770445,6353.327411827903,5792.83063247968,6324.81869365224,6018.884169278462,6819.070524913574,6158.109188268964,6435.9,6426.654050930236,6492.715191891158,6322.061598292236,0.9923090944228018,0.0018657230291749816,0.9999874507963832,RAN,GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),Homo sapiens (Human),"24,423"
P62829,6358.8351628604205,6087.546787680016,6328.683126343774,5930.672340420469,6353.491364725666,5980.215716699378,6361.184369028639,6172.170771163687,6181.800000000001,6428.313570129466,5894.665445687959,6187.87381932285,0.9779235311178726,-0.003916924277239015,0.9999874507963832,RPL23,60S ribosomal protein L23 (60S ribosomal protein L17) (Large ribosomal subunit protein uL14),Homo sapiens (Human),"14,865"
P62834,843.3981652923898,974.8087499907693,937.6308741182437,894.7728141933223,940.3438645543362,917.1200206539786,953.0443207306786,952.7311583641745,905.0,989.9861782994456,1012.2975988211886,931.5377512251013,0.9843964761284864,0.005229040098650012,0.9999874507963832,RAP1A,Ras-related protein Rap-1A (EC 3.6.5.2) (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1),Homo sapiens (Human),"20,987"
P62837,413.8668700850713,466.34311431284937,449.796477609413,432.8523403031287,453.9728710094651,475.66183110681004,391.2138345122946,393.09587042004694,453.00000000000006,392.8081944572605,451.26832835425546,464.6182411979697,0.8560477023088792,-0.04875694303186617,0.9999874507963832,UBE2D2,Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1),Homo sapiens (Human),"16,735"
P62841,3577.797225772245,3379.5366919211388,3653.4005204501145,3449.289670888496,3641.6288040823742,3528.6358231855843,3658.821459793894,3637.7864842948707,3558.000000000001,3741.220082739536,3540.2672276691005,3397.069562330297,0.9774283460281424,-0.004035579399144302,0.9999874507963832,RPS15,40S ribosomal protein S15 (RIG protein) (Small ribosomal subunit protein uS19),Homo sapiens (Human),"17,040"
P62847,4089.7616721884942,4402.177905062022,4018.8553750672586,4241.164384538247,4119.15185040505,4104.277529620578,3873.3489006828177,4020.7485882712353,3829.3999999999996,3434.5409347222076,4158.517842365391,4107.050673175427,0.8884030116208004,-0.02605931253729889,0.9999874507963832,RPS24,40S ribosomal protein S24 (Small ribosomal subunit protein eS24),Homo sapiens (Human),"15,423"
P62851,3109.3529468902057,3085.802309602045,3008.898880506459,2817.5989274312965,3106.294734180093,2879.8828363072553,3299.284090912413,3061.3401419402935,3063.8999999999996,3291.1584759089105,2791.10111329655,2950.464701277833,0.8365196469245947,-0.03942856999573287,0.9999874507963832,RPS25,40S ribosomal protein S25 (Small ribosomal subunit protein eS25),Homo sapiens (Human),"13,742"
P62854,2107.963815093342,2157.1411219067872,1657.0603261394251,1807.6359030126368,1967.371001518598,1910.2215574066477,1659.8847349416194,2224.4010125527675,1640.3000000000002,1765.1475962588306,2194.785347221513,1711.271113823094,0.7180587959409523,-0.07783044809814688,0.9999874507963832,RPS26,40S ribosomal protein S26 (Small ribosomal subunit protein eS26),Homo sapiens (Human),"13,015"
P62857,896.4870993039875,851.99819881083,951.6367879182307,846.7640084551113,815.2751369022561,808.290252055119,951.0526866640705,791.7692402005702,868.1000000000001,932.8157418860419,865.6895789850605,850.4378635215443,0.6810169946134721,-0.10163885899549663,0.9999874507963832,RPS28,40S ribosomal protein S28 (Small ribosomal subunit protein eS28),Homo sapiens (Human),"7,841"
P62873,1207.8618484534509,1208.1675183532611,1163.1031257836055,1145.4081575158343,1145.9754800716657,1209.6448711955281,1087.6218798029079,1158.5487403986513,1091.1000000000001,1105.9035943655192,1070.73272914026,1059.1391400972334,0.5160450279364146,-0.15805411207922695,0.9999874507963832,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1),Homo sapiens (Human),"37,377"
P62875,1072.1980037295555,1023.3900579651508,1064.5259838470863,1011.9730549326584,1078.0525168095521,1009.4459342345493,1074.8185179461416,1048.1770981244376,1074.1000000000001,1068.0665566231216,1029.2039050707715,1052.0766254146342,0.9730856756664027,-0.009596338431197593,0.9999874507963832,POLR2L,"DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)",Homo sapiens (Human),"7,645"
P62877,378.78139300130516,551.4306074702921,430.43311044331097,472.975641717189,354.8492517532953,491.6075847476685,377.6517549158683,330.87925783557904,484.20000000000005,330.74217640613443,582.7040220689627,673.3195177736588,0.6111784641057108,-0.12339399042575187,0.9999874507963832,RBX1,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]",Homo sapiens (Human),"12,274"
P62879,1336.9338762706996,1270.321638767499,1341.6593929714156,1287.7337796801598,1338.235385877257,1293.6789928828525,1301.390602952171,1179.601836576224,1265.1999999999998,1227.878255508775,1324.1539248711897,1307.8348818418,0.5347988516398501,-0.15484588529252485,0.9999874507963832,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2),Homo sapiens (Human),"37,331"
P62888,6288.664208692891,6368.457202383522,6476.3957691523765,6279.180708001557,6350.497698372294,6034.351550310095,6170.082338351725,6282.935195083004,6350.700000000002,5958.58666078799,5901.948162226242,6308.2539853172675,0.7970814942887363,-0.04092194484498868,0.9999874507963832,RPL30,60S ribosomal protein L30 (Large ribosomal subunit protein eL30),Homo sapiens (Human),"12,784"
P62891,47.20591462179439,75.16529923589282,52.27343784366668,66.64024242566474,54.15209803659212,71.67616261565911,48.27341618588072,41.47774172297857,49.699999999999996,35.84561470332415,65.80454586376173,84.11534341073406,0.2669644218121203,-0.285173441452673,0.9999874507963832,RPL39,60S ribosomal protein L39 (Large ribosomal subunit protein eL39),Homo sapiens (Human),"6,407"
P62899,3878.7526514241063,3869.093995786293,3909.180651158071,3806.379322587041,3667.2412828834654,3674.2205539266224,3842.6208322265798,3729.775945578219,3627.0000000000005,4012.7174237332324,3427.905315364178,3562.443501639701,0.634584213436007,-0.0850004137110345,0.9999874507963832,RPL31,60S ribosomal protein L31 (Large ribosomal subunit protein eL31),Homo sapiens (Human),"14,463"
P62906,5935.470406049642,6110.667371629286,5756.889782083111,5805.045433295521,6236.00659183547,5781.8505414071005,6109.859117766197,5907.435942363614,5771.5,5806.076846378938,6045.955211870124,5926.40206787156,0.7750088270532041,-0.0386683851201807,0.9999874507963832,RPL10A,60S ribosomal protein L10a (CSA-19) (Large ribosomal subunit protein uL1) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6),Homo sapiens (Human),"24,831"
P62910,4113.648148506129,4284.422056445891,4185.3191046572665,4186.352398598807,4418.984167175222,3964.9116427994736,4188.501281794177,3968.5871858014293,4245.099999999999,4115.192734285559,4317.697218130697,4392.7254243816915,0.6617660912153849,-0.06897299512850973,0.9999874507963832,RPL32,60S ribosomal protein L32 (Large ribosomal subunit protein eL32),Homo sapiens (Human),"15,860"
P62913,3290.8051112022076,3041.3396481611376,3140.615698264805,2891.6608209855726,3011.096144142792,3099.057220100856,3259.9256081675408,3069.8242254745383,3098.999999999999,3195.736121953302,3174.48411963325,3283.8312651160345,0.8585086334567997,-0.035749386532845005,0.9999874507963832,RPL11,60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5),Homo sapiens (Human),"20,252"
P62917,3420.5150567846167,3560.289111378808,3429.3824346984134,3403.0589690665156,3596.1916014300486,3344.86101247469,3622.782367160036,3396.9327795171203,3373.1,3809.592273747728,3358.8929062633174,3499.833118666995,0.7537867250854502,0.05297379227543888,0.9999874507963832,RPL8,60S ribosomal protein L8 (Large ribosomal subunit protein uL2),Homo sapiens (Human),"28,025"
P62937,13492.03161287265,12795.230695456914,12988.992616050089,12489.479216465683,13374.836429929652,12757.639386673485,13927.117668920235,12683.626327368178,13024.7,13546.821175217854,12749.262290326607,12139.351782022512,0.7469865601292011,-0.0291235175987741,0.9999874507963832,PPIA,"Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]",Homo sapiens (Human),"18,012"
P62942,842.476728520493,769.9060849504588,760.9879831326176,764.7393017107606,716.4176213219416,895.5135244706152,710.8236823441572,872.8393717500281,710.1,724.1312025831248,740.4095147253297,738.9453564535428,0.6919138602837782,-0.14471322018309038,0.9999874507963832,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase),Homo sapiens (Human),"11,951"
P62979,959.1447997929758,1144.3284970844206,676.9525003326967,933.6591737526138,921.5170294875602,1104.960998543292,760.3300148569857,1076.2217075848607,715.5,659.4099538132339,1042.0353580191731,841.5502045951271,0.6901753252435451,-0.1829158171935725,0.9999874507963832,RPS27A,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)],Homo sapiens (Human),"17,965"
P62987,129.85170508577679,185.05827719721057,103.93459530263449,148.66494917001543,113.16058815754693,149.09279654202726,109.91923253327259,128.04681630389217,104.19999999999999,76.66978700433222,166.54879130999512,120.06274960418928,0.88358071205085,-0.14577150281351237,0.9999874507963832,UBA52,Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (Large ribosomal subunit protein eL40)],Homo sapiens (Human),"14,728"
P62993,3163.363317673699,3324.777414146546,3177.4290563948257,3171.9054599566116,3195.3064137537535,3255.4850633176775,3196.193318036083,3095.904926709442,3214.900000000001,3086.3738067241784,3196.939162292952,3224.871170630964,0.9553835775789118,-0.012193974896548611,0.9999874507963832,GRB2,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),Homo sapiens (Human),"25,206"
P62995,1874.9111915551127,1885.4976619035979,1895.007790643027,1851.2381033932343,1874.1681890502127,1824.9915041962588,1891.862683842728,1815.5153199995411,1894.0999999999997,1981.7978277180416,1859.7803864605442,1857.3620074260768,0.8758408174479211,-0.036259954775690106,0.9999874507963832,TRA2B,"Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)",Homo sapiens (Human),"33,666"
P63000,961.5547113502446,973.4982715483006,1019.6764456678934,936.6742195236126,1012.7240643870292,969.0234487549731,1013.17270159875,948.8818982421557,937.6999999999998,986.8330918209125,972.7628518990866,970.5006131257334,0.9367305575746336,-0.03824388992299631,0.9999874507963832,RAC1,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1),Homo sapiens (Human),"21,450"
P63010,4376.612027255163,4483.333962892056,4331.654116600297,4285.075820382535,4249.609177493204,4422.395314755706,4238.481812894293,4248.797611418597,4179.5,4112.703455486715,4144.039108295236,4233.858521071985,0.8130882364660879,-0.03574997624318618,0.9999874507963832,AP2B1,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit),Homo sapiens (Human),"104,553"
P63020,57.41259886434454,59.90758594143388,70.56531433654564,119.59681558295054,89.74346468226386,105.80007540709636,106.88436157463178,121.84086631124956,142.2,134.1721272575814,127.62093743275004,167.67520813856703,2.665065406322128e-20,0.953872331380412,3.026557611436078e-18,,,,
P63027,18.357855686253377,25.460724025109396,20.511392887412402,19.095289882992102,19.55862017537848,22.642970170019115,20.01118038353798,21.917215796801177,16.8,17.093047752048093,21.501353589213323,17.69596375527707,0.478238536915508,-0.12658814055105042,0.9999874507963832,VAMP2,Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2),Homo sapiens (Human),"12,663"
P63096,706.8837635482815,617.1417407998025,680.9323228332395,672.6644423964142,647.8959247891531,738.527579876363,647.9449496698173,733.4804440671419,574.3,621.9048199106818,602.4713955300136,581.9035973876537,0.9968562045789398,0.0009448432671426885,0.9999874507963832,GNAI1,Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein),Homo sapiens (Human),"40,361"
P63098,1593.8020963748781,1578.6584951598163,1563.7641025209336,1546.4865539245911,1552.5818967788537,1484.5496639639296,1591.4104589372855,1515.9800374432584,1539.4,1561.192686673713,1512.2907687768063,1485.667414467701,0.8463001875262274,-0.04289355927332898,0.9999874507963832,PPP3R1,Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1),Homo sapiens (Human),"19,300"
P63104,7015.890460974585,6733.425448611101,6758.886631642824,6423.361742948034,7107.961811694945,6684.14101117508,6821.915716437299,6686.793282578899,6758.799999999999,6567.796158824575,6769.631818358687,6634.161263985085,0.8040813220140619,-0.02798688963844267,0.9999874507963832,YWHAZ,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1),Homo sapiens (Human),"27,745"
P63146,240.42411771340332,263.87419495140955,272.0055609024764,244.68256064643728,249.67177387141302,267.9683899346276,273.23322599513233,252.63715413086948,258.5,261.7061777182509,260.70391226921157,262.741417012208,0.8605323404608954,0.04437372300146522,0.9999874507963832,UBE2B,Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (RAD6 homolog B) (HR6B) (hHR6B) (Ubiquitin carrier protein B) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase B),Homo sapiens (Human),"17,312"
P63151,2338.0394890608263,2500.018445818462,2469.4033265386597,2381.0357615638613,2421.4769243659907,2377.830782924824,2552.9903542391417,2312.3841010560564,2457.7,2487.453327722804,2506.6416732715134,2554.0909839791384,0.8952082652255202,-0.014523857673250123,0.9999874507963832,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),Homo sapiens (Human),"51,692"
P63165,744.095633182579,627.1575403243859,640.6748875392881,625.1194898537414,464.6835439626486,884.6704119948313,544.3799782061991,949.3532362162804,437.7,636.2596609840037,416.2419297653757,459.61893305186004,0.7537876437961155,-0.13998206102948627,0.9999874507963832,SUMO1,Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1),Homo sapiens (Human),"11,557"
P63167,1085.7360363012713,1026.9470708804236,1070.6487876940748,927.242537881001,1042.5276760828442,1052.658926601276,1262.3166393596707,1108.9796967865311,1015.1999999999999,1258.496384734531,1040.9082709358677,1047.5534418538682,0.7138969297963582,-0.08770812645391662,0.9999874507963832,DYNLL1,"Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)",Homo sapiens (Human),"10,366"
P63172,185.9884684198026,177.47622335149785,194.24595204571895,180.67081966215605,201.24090486571396,175.9613914268739,204.474430838426,183.74325357963426,190.0,187.4426935527992,183.45509755957818,180.13380145506258,0.8619282194436423,-0.15612989913830008,0.9999874507963832,DYNLT1,Dynein light chain Tctex-type 1 (Protein CW-1) (T-complex testis-specific protein 1 homolog),Homo sapiens (Human),"12,452"
P63173,1608.474204973544,2138.1391844909886,1666.397602006083,1925.5319235452805,1831.7246527512625,1974.0843007382864,1703.2264858197088,1831.6193674488038,1737.7,1400.468252228484,1977.3442391499525,2050.9860054658798,0.9794746272849266,0.008126996371858172,0.9999874507963832,RPL38,60S ribosomal protein L38 (Large ribosomal subunit protein eL38),Homo sapiens (Human),"8,218"
P63177,104.47675398277019,87.33402763024657,130.3391868927736,92.15216818026958,109.23555893867845,91.76781220314085,146.24284431950502,116.57759226685644,132.6,130.10630521947286,106.11958384353673,124.98270365274165,0.10773055771132194,0.30888955381647837,0.7067996222757126,,,,
P63208,2838.592295455889,3054.2572213797603,2816.1836294224877,2857.3356845157414,2850.835205358823,2897.0245214711786,2796.4439089526104,2753.085106862702,2910.4000000000005,2531.264634582423,3050.5045404696407,2936.577734205306,0.9266774715410435,-0.016006921476782208,0.9999874507963832,SKP1,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1),Homo sapiens (Human),"18,658"
P63218,432.0120865162716,497.2329633139012,426.30021784659357,461.14738523096304,404.27800954345247,508.9884562162044,429.24456121276256,434.96639378812944,383.1,393.05712233714473,418.4961039319867,395.42146812800735,0.5982727895841944,-0.19413896901010294,0.9999874507963832,GNG5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,Homo sapiens (Human),"7,318"
P63220,3707.5780511063385,3304.090575876145,3438.1839652284602,3268.3869246285713,3217.326492930797,3541.392426098271,3294.4472653220796,3569.128252730697,3088.8000000000006,3285.3501587116125,3107.552486686182,2907.772196792007,0.6641185203223201,-0.10780489146644263,0.9999874507963832,RPS21,40S ribosomal protein S21 (Small ribosomal subunit protein eS21),Homo sapiens (Human),"9,111"
P63224,251.83575773458782,245.24667994774492,277.43954931667895,401.23301414060325,394.3656476178355,362.36725148851014,476.2850610716954,494.2764221988279,642.4,614.022103714349,479.7923014625263,617.295524898208,6.333525612361402e-06,0.9709026782023544,0.0001117174922059077,,,,
P63241,7393.32513869389,6699.727431519044,6520.0207465621725,6686.675740281926,6800.279436487033,7507.340542884401,6885.268647698928,7764.036222441031,6213.7,7203.309036168928,6442.9499622129,5820.067577144782,0.6707135834343925,-0.051208966713604864,0.9999874507963832,EIF5A,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D),Homo sapiens (Human),"16,832"
P63244,8683.336619349533,9381.340747222479,8332.44722031894,8321.758254554326,8806.96725611328,8892.388704129371,8310.89928052046,8206.229798499073,8651.999999999998,7891.511648088765,8424.889248702482,9242.054326108071,0.5325417816610132,-0.06985258961613111,0.9999874507963832,RACK1,"Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",Homo sapiens (Human),"35,077"
P63272,176.7032209491493,169.80056390275166,200.90450122931924,176.72806750008075,142.69809617750624,163.52370358700426,219.07974732688496,199.2974067257512,250.7,285.1883743873267,234.2607153147355,331.9381900821703,0.49930949640520406,0.17572258048755235,0.9999874507963832,SUPT4H1,Transcription elongation factor SPT4 (hSPT4) (DRB sensitivity-inducing factor 14 kDa subunit) (DSIF p14) (DRB sensitivity-inducing factor small subunit) (DSIF small subunit),Homo sapiens (Human),"13,193"
P63279,3211.7033083224446,3060.5287967830027,3229.166748901881,2959.6153141319296,3061.9884721501535,3151.439020811076,3255.3733017295795,2985.768953422291,3182.3000000000006,3339.2845326865217,3194.4248911071163,3300.6543337981816,0.7437610295883147,-0.07457698794528139,0.9999874507963832,UBE2I,SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18),Homo sapiens (Human),"18,007"
P63284,2055.583678598588,2042.1934413816603,2344.4981280600905,3225.0166508457432,3177.7435711472917,2811.4755531879723,3668.2105918221905,3823.650758758067,4944.6,4758.754279746166,3833.830063366989,4917.01794694275,1.2026652831315505e-23,0.9114068474535,1.775534846329879e-21,,,,
P63302,64.42969428109777,63.74541566580698,40.487040438213285,53.11119088913188,58.210179093388334,78.2139216084111,35.94425291640234,66.53721068061147,44.8,38.16894158224331,71.00648624824883,37.21707175437196,0.5354813489177616,-0.21136209677764248,0.9999874507963832,SELENOW,Selenoprotein W (SelW),Homo sapiens (Human),"9,448"
P63417,60.318668683403956,59.53316352929991,70.41224424037094,108.07779456041683,99.38972293202534,82.59900385964721,106.69468213971672,110.84298024833856,170.4,129.94035329955005,124.67317121487403,156.80369677321744,3.4645254083938046e-10,0.9614995234799405,1.0545967720808357e-08,,,,
P64483,301.94774217544165,297.1041840282986,298.0274772521787,288.7486142225729,314.53454486118864,301.53420134863484,315.4369002637314,322.7093996174166,321.7,351.0712865966771,325.64146806889204,325.03438359468555,0.01779665514971113,0.4847611715646229,0.173424390886844,,,,
P64581,125.03188197123922,128.23967615588188,132.17602804687021,213.99094087498844,192.85863907626606,176.59922157250824,194.13690163555566,239.59680351341785,288.09999999999997,259.79773063913876,239.80945172485505,295.03853471802756,0.03227667967386195,0.8184047612085114,0.2876326242968502,,,,
P64596,107.80810231193587,118.13027102826493,133.1709836720059,190.64366336622882,162.58934594770412,160.5737391634454,184.463250454888,203.53944849287402,277.4,248.26407220450434,220.82236932147714,271.15295135328137,5.1815233754639635e-09,0.860029611304118,1.4122441249187627e-07,,,,
P64604,7.229734671806349,6.084364197176878,4.285962692892143,12.755962877302416,7.783532518773068,6.458030224547706,11.001407225073011,8.798308850328787,10.8,13.525081473707957,11.184171826647253,11.188927755578776,0.0007652847621385853,0.8237111055724909,0.01001313504139378,,,,
P64624,2.2681520539000313,2.7145624879712225,1.607236009834554,3.710825564306157,4.789866165398812,1.5945753640858533,3.698748980843513,5.027605057330736,4.9,6.804028716834677,4.768445352446503,5.634140926568036,5.021521626887369e-05,1.0676238731658352,0.0007872679393091738,,,,
